tip_movi,tip_naci,anio_movi,mes_movi,dia_movi,sex_migr,nac_migr,subcont_nac,cont_nac,via_tran,mot_viam,pais_prod,subcont_prod,cont_prod,lug_prod,pais_res,subcont_res,cont_res,jef_migr,pro_jefm,can_jefm,cla_migr,ocu_migr,edad
Salida,Extranjero,2020,Enero,1,Hombre,Países Bajos,Europa Occidental,Europa,Vía Aérea,Residencia,Países Bajos,Europa Occidental,Europa,Amsterdam,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,45
Salida,Extranjero,2020,Enero,1,Hombre,Alemania,Europa Occidental,Europa,Vía Aérea,Residencia,Alemania,Europa Occidental,Europa,Dusseldorf,Alemania,Europa Occidental,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Camareros de mesas,51
Entrada,Extranjero,2020,Enero,1,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Estudiantes,21
Entrada,Extranjero,2020,Enero,1,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,México,América Central,América,Cancun,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,29
Entrada,Extranjero,2020,Enero,1,Hombre,Perú,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Comerciantes de tiendas,58
Entrada,Extranjero,2020,Enero,1,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Peluqueros,38
Entrada,Extranjero,2020,Enero,1,Hombre,Francia,Europa Occidental,Europa,Vía Aérea,Residencia,Reino Unido,Europa Septentrional,Europa,London,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Profesionales de la ensenanza no clasificados bajo otros epigrafes,43
Entrada,Extranjero,2020,Enero,1,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,70
Entrada,Extranjero,2020,Enero,1,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,57
Entrada,Extranjero,2020,Enero,1,Hombre,Polonia,Europa Oriental,Europa,Vía Aérea,Residencia,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,51
Entrada,Extranjero,2020,Enero,1,Hombre,Canadá,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Orlando Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,55
Salida,Extranjero,2020,Enero,1,Hombre,Chile,América del Sur,América,Vía Aérea,Eventos,Chile,América del Sur,América,Santiago,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Jubilados y pensionistas,67
Salida,Extranjero,2020,Enero,1,Mujer,China,Asia Oriental,Asia,Vía Aérea,Residencia,China,Asia Oriental,Asia,Dalian,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Amas de casa,43
Salida,Extranjero,2020,Enero,1,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Washington D C,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Profesionales de la ensenanza no clasificados bajo otros epigrafes,46
Entrada,Extranjero,2020,Enero,1,Mujer,Perú,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Directores generales y gerentes generales,61
Entrada,Extranjero,2020,Enero,1,Mujer,Colombia,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Amas de casa,57
Entrada,Extranjero,2020,Enero,1,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,64
Entrada,Extranjero,2020,Enero,1,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,67
Entrada,Extranjero,2020,Enero,1,Hombre,Alemania,Europa Occidental,Europa,Vía Aérea,Residencia,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,73
Salida,Extranjero,2020,Enero,1,Mujer,Polonia,Europa Oriental,Europa,Vía Aérea,Residencia,Polonia,Europa Oriental,Europa,Bialystok,Polonia,Europa Oriental,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,80
Salida,Extranjero,2020,Enero,1,Mujer,Colombia,América del Sur,América,Vía Aérea,Otros,Colombia,América del Sur,América,Medellín,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,62
Entrada,Extranjero,2020,Enero,1,Mujer,Perú,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Barcelona,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Dentistas,61
Entrada,Extranjero,2020,Enero,1,Mujer,China,Asia Oriental,Asia,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Amas de casa,32
Entrada,Extranjero,2020,Enero,1,Mujer,El Salvador,América Central,América,Vía Aérea,Residencia,El Salvador,América Central,América,San Salvador,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Medicos generales,32
Salida,Extranjero,2020,Enero,1,Mujer,Federación de Rusia,Europa Oriental,Europa,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Economistas,56
Entrada,Extranjero,2020,Enero,1,Hombre,Haití,"América, El Caribe",América,Vía Aérea,Residencia,Brasil,América del Sur,América,Campina Grande Paraiba,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,31
Entrada,Extranjero,2020,Enero,1,Mujer,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Amas de casa,41
Salida,Extranjero,2020,Enero,1,Hombre,Haití,"América, El Caribe",América,Vía Aérea,Turismo,México,América Central,América,Cancun,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Estudiantes,19
Entrada,Extranjero,2020,Enero,1,Mujer,China,Asia Oriental,Asia,Vía Aérea,Residencia,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,37
Entrada,Extranjero,2020,Enero,1,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Estudiantes,22
Entrada,Extranjero,2020,Enero,1,Mujer,Uruguay,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Amas de casa,43
Entrada,Extranjero,2020,Enero,1,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Amas de casa,45
Entrada,Extranjero,2020,Enero,1,Mujer,República de Corea del Sur,Asia Oriental,Asia,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Atlanta Georgia,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,64
Entrada,Extranjero,2020,Enero,1,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Profesores de formacion profesional,47
Entrada,Extranjero,2020,Enero,1,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Profesionales de la ensenanza no clasificados bajo otros epigrafes,52
Entrada,Extranjero,2020,Enero,1,Mujer,Colombia,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Amas de casa,35
Salida,Extranjero,2020,Enero,1,Hombre,Perú,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Comerciantes de tiendas,58
Salida,Extranjero,2020,Enero,1,Mujer,China,Asia Oriental,Asia,Vía Aérea,Eventos,China,Asia Oriental,Asia,Xiamen,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Comerciantes de tiendas,55
Salida,Extranjero,2020,Enero,1,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,73
Entrada,Extranjero,2020,Enero,1,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Agentes de servicios comerciales no clasificados bajo otros epigrafes,48
Entrada,Extranjero,2020,Enero,1,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Los Ángeles California,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,40
Entrada,Extranjero,2020,Enero,1,Hombre,Reino Unido,Europa Septentrional,Europa,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,77
Salida,Extranjero,2020,Enero,1,Hombre,Colombia,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,38
Salida,Extranjero,2020,Enero,1,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Los Ángeles California,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,47
Salida,Extranjero,2020,Enero,1,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Hollywood Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Economistas,75
Entrada,Extranjero,2020,Enero,1,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Sin especificar,34
Entrada,Extranjero,2020,Enero,1,Mujer,España,Europa Meridional,Europa,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Sin especificar,57
Entrada,Extranjero,2020,Enero,1,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,29
Entrada,Extranjero,2020,Enero,1,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Abogados,44
Salida,Extranjero,2020,Enero,1,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,62
Entrada,Extranjero,2020,Enero,1,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Amas de casa,57
Salida,Extranjero,2020,Enero,1,Hombre,Venezuela,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Profesionales de la proteccion medio ambiental,46
Entrada,Extranjero,2020,Enero,1,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Orlando Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Menores de edad,9
Salida,Extranjero,2020,Enero,1,Hombre,China,Asia Oriental,Asia,Vía Aérea,Otros,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Comerciantes de tiendas,31
Salida,Extranjero,2020,Enero,1,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Jubilados y pensionistas,77
Entrada,Extranjero,2020,Enero,1,Hombre,Italia,Europa Meridional,Europa,Vía Aérea,Residencia,Paraguay,América del Sur,América,Asunción,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Ingenieros no clasificados bajo otros epigrafes,55
Salida,Extranjero,2020,Enero,1,Mujer,Perú,América del Sur,América,Vía Aérea,Turismo,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Amas de casa,40
