tip_movi,tip_naci,anio_movi,mes_movi,dia_movi,sex_migr,nac_migr,subcont_nac,cont_nac,via_tran,mot_viam,pais_prod,subcont_prod,cont_prod,lug_prod,pais_res,subcont_res,cont_res,jef_migr,pro_jefm,can_jefm,cla_migr,ocu_migr,edad,pais_esc
Salida,Extranjero,2019,Enero,3,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,0,Estados Unidos de América
Salida,Extranjero,2019,Enero,3,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Newark New Jersey,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,0,Estados Unidos de América
Entrada,Ecuatoriano,2019,Enero,3,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,0,España
Entrada,Extranjero,2019,Enero,3,Mujer,Brasil,América del Sur,América,Vía Aérea,Turismo,Brasil,América del Sur,América,Río De Janeiro,Brasil,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,0,Brasil
Salida,Extranjero,2019,Enero,3,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Kansas City Kansas,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Estados Unidos de América
Entrada,Extranjero,2019,Enero,3,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Estados Unidos de América
Entrada,Ecuatoriano,2019,Enero,4,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,0,Colombia
Entrada,Extranjero,2019,Enero,4,Mujer,España,Europa Meridional,Europa,Vía Aérea,Eventos,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Sin Especificar,Menores de edad,0,Colombia
Entrada,Ecuatoriano,2019,Enero,4,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,0,México
Salida,Extranjero,2019,Enero,4,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Estados Unidos de América
Salida,Ecuatoriano,2019,Enero,4,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,0,Panamá
Salida,Extranjero,2019,Enero,4,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Dallas Texas,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,0,El Salvador
Salida,Ecuatoriano,2019,Enero,4,Hombre,Ecuador,América del Sur,América,Vía Aérea,Otros,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,0,Panamá
Salida,Extranjero,2019,Enero,4,Hombre,Chile,América del Sur,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Chile,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Perú
Salida,Extranjero,2019,Enero,4,Mujer,España,Europa Meridional,Europa,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,0,Colombia
Salida,Extranjero,2019,Enero,4,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Colombia,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Colombia
Entrada,Ecuatoriano,2019,Enero,4,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Los Ángeles California,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,0,México
Salida,Extranjero,2019,Enero,4,Hombre,Argentina,América del Sur,América,Vía Aérea,Residencia,Argentina,América del Sur,América,Buenos Aires,Argentina,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Perú
Entrada,Extranjero,2019,Enero,4,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Sin Especificar,Menores de edad,0,Colombia
Salida,Extranjero,2019,Enero,4,Mujer,Chile,América del Sur,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Chile,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Chile
Salida,Extranjero,2019,Enero,4,Hombre,Chile,América del Sur,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Chile,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Chile
Salida,Extranjero,2019,Enero,4,Mujer,Chile,América del Sur,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Chile,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Chile
Salida,Extranjero,2019,Enero,4,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Philadelphia Pennsylvania,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Estados Unidos de América
Entrada,Extranjero,2019,Enero,4,Hombre,Francia,Europa Occidental,Europa,Vía Aérea,Otros,Francia,Europa Occidental,Europa,Paris,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,España
Entrada,Extranjero,2019,Enero,4,Hombre,Canadá,América del Septentrional,América,Vía Aérea,Turismo,Perú,América del Sur,América,Lima,Canadá,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Perú
Entrada,Extranjero,2019,Enero,4,Mujer,Chile,América del Sur,América,Vía Aérea,Turismo,Chile,América del Sur,América,Santiago,Chile,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,0,Argentina
Salida,Extranjero,2019,Enero,4,Hombre,España,Europa Meridional,Europa,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Sin Especificar,Menores de edad,0,Colombia
Entrada,Ecuatoriano,2019,Enero,4,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,0,Colombia
Entrada,Ecuatoriano,2019,Enero,4,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Medellín,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,0,Colombia
Entrada,Ecuatoriano,2019,Enero,4,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Países Bajos,Europa Occidental,Europa,Amsterdam,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,0,Países Bajos
Salida,Extranjero,2019,Enero,4,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Panamá
Entrada,Ecuatoriano,2019,Enero,4,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Suiza,Europa Occidental,Europa,Zurich,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,0,España
Entrada,Ecuatoriano,2019,Enero,4,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,0,España
Salida,Extranjero,2019,Enero,4,Hombre,Francia,Europa Occidental,Europa,Vía Aérea,Residencia,Francia,Europa Occidental,Europa,Paris,Francia,Europa Occidental,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Países Bajos
Entrada,Ecuatoriano,2019,Enero,4,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Italia,Europa Meridional,Europa,Milán,Italia,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,0,España
Entrada,Ecuatoriano,2019,Enero,4,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,0,Estados Unidos de América
Salida,Extranjero,2019,Enero,4,Mujer,Alemania,Europa Occidental,Europa,Vía Aérea,Residencia,Alemania,Europa Occidental,Europa,Frankfurt,Alemania,Europa Occidental,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Países Bajos
Entrada,Ecuatoriano,2019,Enero,4,Hombre,Ecuador,América del Sur,América,Vía Aérea,Otros,Bélgica,Europa Occidental,Europa,Brussels,Bélgica,Europa Occidental,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,0,Países Bajos
Entrada,Ecuatoriano,2019,Enero,4,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Argentina,América del Sur,América,Buenos Aires,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,0,Perú
Entrada,Extranjero,2019,Enero,4,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Sin Especificar,Menores de edad,0,Estados Unidos de América
Entrada,Ecuatoriano,2019,Enero,4,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Tampa Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,0,Panamá
Entrada,Ecuatoriano,2019,Enero,4,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,0,Panamá
Salida,Extranjero,2019,Enero,4,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Estados Unidos de América
Entrada,Extranjero,2019,Enero,4,Mujer,Chile,América del Sur,América,Vía Aérea,Turismo,Chile,América del Sur,América,Santiago,Chile,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Chile
Salida,Extranjero,2019,Enero,4,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,0,Estados Unidos de América
Entrada,Ecuatoriano,2019,Enero,4,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,0,Estados Unidos de América
Entrada,Ecuatoriano,2019,Enero,4,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Cali,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,0,Colombia
Salida,Extranjero,2019,Enero,4,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Los Ángeles California,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,0,Estados Unidos de América
Entrada,Ecuatoriano,2019,Enero,5,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,0,México
Entrada,Ecuatoriano,2019,Enero,5,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,0,Estados Unidos de América
Salida,Extranjero,2019,Enero,5,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Colombia,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Colombia
Entrada,Extranjero,2019,Enero,5,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Houston Texas,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,0,Estados Unidos de América
